============================================================
Log started at: 20251215_200711
Log file: sudoku_ga_log_20251215_200711.txt
============================================================

==================== EXPERIMENT CONFIGURATION ====================
Sudoku File:          .\computacion_evolutiva_1\sencillo.txt
Algorithm Runs:       1
Population Size:      100
Mutation Rate:        0.01
Elite Size:           5
Crossover Rate:       0.9
Crossover Type:       single_point
Elitism Replacement:  worst
================================================================

Loading board from .\computacion_evolutiva_1\sencillo.txt...
Initial Board:
0 0 0 | 0 3 0 | 0 0 4 
0 9 0 | 4 0 6 | 0 7 0 
0 5 0 | 0 0 0 | 3 8 0 
---------------------
0 0 0 | 0 7 8 | 0 0 3 
3 0 0 | 0 0 0 | 6 9 0 
5 4 0 | 6 0 0 | 0 2 0 
---------------------
7 0 5 | 0 2 4 | 0 0 0 
9 8 4 | 0 6 5 | 2 0 0 
0 2 6 | 0 8 0 | 0 0 9 

Starting Mutation Rate Sweep: [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7]
Runs per rate: 10

########################################
### TESTING MUTATION RATE: 0.1 ###
########################################

--- Mutation 0.1 | Run 1/10 ---
Gen 550: Best Fitness = 32.00 | Avg Fitness = 64.83
Gen 560: Best Fitness = 32.00 | Avg Fitness = 65.88
Gen 570: Best Fitness = 32.00 | Avg Fitness = 62.97
Gen 580: Best Fitness = 32.00 | Avg Fitness = 63.48
Gen 590: Best Fitness = 32.00 | Avg Fitness = 66.52
Gen 600: Best Fitness = 32.00 | Avg Fitness = 63.65
Gen 610: Best Fitness = 32.00 | Avg Fitness = 65.82
Gen 620: Best Fitness = 32.00 | Avg Fitness = 67.31
Gen 630: Best Fitness = 32.00 | Avg Fitness = 64.45
Gen 640: Best Fitness = 32.00 | Avg Fitness = 64.22
Gen 650: Best Fitness = 32.00 | Avg Fitness = 64.57
Gen 660: Best Fitness = 32.00 | Avg Fitness = 64.51
Gen 670: Best Fitness = 31.00 | Avg Fitness = 64.98
Gen 680: Best Fitness = 31.00 | Avg Fitness = 66.16
Gen 690: Best Fitness = 31.00 | Avg Fitness = 65.71
Gen 700: Best Fitness = 31.00 | Avg Fitness = 64.41
Gen 710: Best Fitness = 31.00 | Avg Fitness = 64.79
Gen 720: Best Fitness = 31.00 | Avg Fitness = 66.16
Gen 730: Best Fitness = 31.00 | Avg Fitness = 65.73
Gen 740: Best Fitness = 31.00 | Avg Fitness = 63.88
Gen 750: Best Fitness = 31.00 | Avg Fitness = 65.94
Gen 760: Best Fitness = 31.00 | Avg Fitness = 64.28
Gen 770: Best Fitness = 31.00 | Avg Fitness = 66.76
Gen 780: Best Fitness = 31.00 | Avg Fitness = 64.35
Gen 790: Best Fitness = 31.00 | Avg Fitness = 64.28
Gen 800: Best Fitness = 31.00 | Avg Fitness = 69.55
Gen 810: Best Fitness = 31.00 | Avg Fitness = 64.90
Gen 820: Best Fitness = 31.00 | Avg Fitness = 67.10
Gen 830: Best Fitness = 31.00 | Avg Fitness = 63.50
Gen 840: Best Fitness = 31.00 | Avg Fitness = 66.03
Gen 850: Best Fitness = 31.00 | Avg Fitness = 65.60
Gen 860: Best Fitness = 31.00 | Avg Fitness = 67.63
Gen 870: Best Fitness = 31.00 | Avg Fitness = 64.40
Gen 880: Best Fitness = 31.00 | Avg Fitness = 66.06
Gen 890: Best Fitness = 31.00 | Avg Fitness = 65.35
Gen 900: Best Fitness = 31.00 | Avg Fitness = 64.94
Gen 910: Best Fitness = 31.00 | Avg Fitness = 67.21
Gen 920: Best Fitness = 31.00 | Avg Fitness = 64.22
Gen 930: Best Fitness = 31.00 | Avg Fitness = 64.62
Gen 940: Best Fitness = 31.00 | Avg Fitness = 62.90
Gen 950: Best Fitness = 31.00 | Avg Fitness = 66.85
Gen 960: Best Fitness = 31.00 | Avg Fitness = 64.99
Gen 970: Best Fitness = 31.00 | Avg Fitness = 64.49
Gen 980: Best Fitness = 31.00 | Avg Fitness = 66.55
Gen 990: Best Fitness = 31.00 | Avg Fitness = 64.80
Max generations reached.
Run Finished. Final Fitness: 31.0

--- Mutation 0.6 | Run 4/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 39.00 | Avg Fitness = 68.50
Gen 10: Best Fitness = 38.00 | Avg Fitness = 64.94
Gen 20: Best Fitness = 37.00 | Avg Fitness = 64.45
Gen 30: Best Fitness = 37.00 | Avg Fitness = 65.61
Gen 40: Best Fitness = 32.00 | Avg Fitness = 65.81
Gen 50: Best Fitness = 32.00 | Avg Fitness = 65.89
Gen 60: Best Fitness = 32.00 | Avg Fitness = 65.13
Gen 70: Best Fitness = 32.00 | Avg Fitness = 66.97
Gen 80: Best Fitness = 32.00 | Avg Fitness = 65.25
Gen 90: Best Fitness = 32.00 | Avg Fitness = 66.66
Gen 100: Best Fitness = 32.00 | Avg Fitness = 65.42
Gen 110: Best Fitness = 32.00 | Avg Fitness = 66.09
Gen 120: Best Fitness = 32.00 | Avg Fitness = 65.62
Gen 130: Best Fitness = 30.00 | Avg Fitness = 65.04
Gen 140: Best Fitness = 30.00 | Avg Fitness = 63.43
Gen 150: Best Fitness = 30.00 | Avg Fitness = 65.02
Gen 160: Best Fitness = 30.00 | Avg Fitness = 67.00
Gen 170: Best Fitness = 30.00 | Avg Fitness = 63.69
Gen 180: Best Fitness = 30.00 | Avg Fitness = 66.51
Gen 190: Best Fitness = 30.00 | Avg Fitness = 66.93
Gen 200: Best Fitness = 30.00 | Avg Fitness = 67.19
Gen 210: Best Fitness = 30.00 | Avg Fitness = 64.31
Gen 220: Best Fitness = 30.00 | Avg Fitness = 64.18
Gen 230: Best Fitness = 30.00 | Avg Fitness = 65.55
Gen 240: Best Fitness = 30.00 | Avg Fitness = 66.54
Gen 250: Best Fitness = 30.00 | Avg Fitness = 64.47
Gen 260: Best Fitness = 30.00 | Avg Fitness = 64.39
Gen 270: Best Fitness = 30.00 | Avg Fitness = 65.73
Gen 280: Best Fitness = 30.00 | Avg Fitness = 65.46
Gen 290: Best Fitness = 30.00 | Avg Fitness = 65.35
Gen 300: Best Fitness = 30.00 | Avg Fitness = 63.36
Gen 310: Best Fitness = 30.00 | Avg Fitness = 63.20
Gen 320: Best Fitness = 30.00 | Avg Fitness = 64.87
Gen 330: Best Fitness = 30.00 | Avg Fitness = 64.07
Gen 340: Best Fitness = 30.00 | Avg Fitness = 64.67
Gen 350: Best Fitness = 30.00 | Avg Fitness = 65.56
Gen 360: Best Fitness = 30.00 | Avg Fitness = 65.72
Gen 370: Best Fitness = 30.00 | Avg Fitness = 63.82
Gen 380: Best Fitness = 30.00 | Avg Fitness = 66.54
Gen 390: Best Fitness = 30.00 | Avg Fitness = 64.59
Gen 400: Best Fitness = 30.00 | Avg Fitness = 68.26
Gen 410: Best Fitness = 30.00 | Avg Fitness = 64.41
Gen 420: Best Fitness = 30.00 | Avg Fitness = 65.37
Gen 430: Best Fitness = 30.00 | Avg Fitness = 65.11
Gen 440: Best Fitness = 30.00 | Avg Fitness = 65.51
Gen 450: Best Fitness = 30.00 | Avg Fitness = 65.49
Gen 460: Best Fitness = 30.00 | Avg Fitness = 64.72
Gen 470: Best Fitness = 30.00 | Avg Fitness = 64.05
Gen 480: Best Fitness = 30.00 | Avg Fitness = 66.35
Gen 490: Best Fitness = 30.00 | Avg Fitness = 64.12
Gen 500: Best Fitness = 30.00 | Avg Fitness = 65.08
Gen 510: Best Fitness = 30.00 | Avg Fitness = 63.59
Gen 520: Best Fitness = 30.00 | Avg Fitness = 66.91
Gen 530: Best Fitness = 30.00 | Avg Fitness = 65.35
Gen 540: Best Fitness = 30.00 | Avg Fitness = 64.35
Gen 550: Best Fitness = 30.00 | Avg Fitness = 64.59
Gen 560: Best Fitness = 30.00 | Avg Fitness = 64.24
Gen 570: Best Fitness = 30.00 | Avg Fitness = 66.29
Gen 580: Best Fitness = 30.00 | Avg Fitness = 66.10
Gen 590: Best Fitness = 30.00 | Avg Fitness = 65.73
Gen 600: Best Fitness = 30.00 | Avg Fitness = 63.84
Gen 610: Best Fitness = 30.00 | Avg Fitness = 64.97
Gen 620: Best Fitness = 30.00 | Avg Fitness = 65.32
Gen 630: Best Fitness = 30.00 | Avg Fitness = 65.56
Gen 640: Best Fitness = 30.00 | Avg Fitness = 67.28
Gen 650: Best Fitness = 30.00 | Avg Fitness = 64.21
Gen 660: Best Fitness = 27.00 | Avg Fitness = 63.83
Gen 670: Best Fitness = 27.00 | Avg Fitness = 63.88
Gen 680: Best Fitness = 27.00 | Avg Fitness = 64.21
Gen 690: Best Fitness = 27.00 | Avg Fitness = 64.16
Gen 700: Best Fitness = 27.00 | Avg Fitness = 65.92
Gen 710: Best Fitness = 27.00 | Avg Fitness = 63.83
Gen 720: Best Fitness = 27.00 | Avg Fitness = 65.27
Gen 730: Best Fitness = 27.00 | Avg Fitness = 63.91
Gen 740: Best Fitness = 27.00 | Avg Fitness = 63.25
Gen 750: Best Fitness = 27.00 | Avg Fitness = 65.41
Gen 760: Best Fitness = 27.00 | Avg Fitness = 64.34
Gen 770: Best Fitness = 27.00 | Avg Fitness = 65.12
Gen 780: Best Fitness = 27.00 | Avg Fitness = 66.41
Gen 790: Best Fitness = 27.00 | Avg Fitness = 68.04
Gen 800: Best Fitness = 27.00 | Avg Fitness = 64.46
Gen 810: Best Fitness = 27.00 | Avg Fitness = 64.12
Gen 820: Best Fitness = 27.00 | Avg Fitness = 64.19
Gen 830: Best Fitness = 27.00 | Avg Fitness = 63.51
Gen 840: Best Fitness = 27.00 | Avg Fitness = 65.86
Gen 850: Best Fitness = 27.00 | Avg Fitness = 64.84
Gen 860: Best Fitness = 27.00 | Avg Fitness = 65.38
Gen 870: Best Fitness = 27.00 | Avg Fitness = 62.57
Gen 880: Best Fitness = 27.00 | Avg Fitness = 61.90
Gen 890: Best Fitness = 27.00 | Avg Fitness = 66.72
Gen 900: Best Fitness = 27.00 | Avg Fitness = 64.00
Gen 910: Best Fitness = 27.00 | Avg Fitness = 62.72
Gen 920: Best Fitness = 27.00 | Avg Fitness = 65.57
Gen 930: Best Fitness = 27.00 | Avg Fitness = 66.16
Gen 940: Best Fitness = 27.00 | Avg Fitness = 63.96
Gen 950: Best Fitness = 27.00 | Avg Fitness = 64.97
Gen 960: Best Fitness = 27.00 | Avg Fitness = 66.04
Gen 970: Best Fitness = 27.00 | Avg Fitness = 67.08
Gen 980: Best Fitness = 27.00 | Avg Fitness = 63.72
Gen 990: Best Fitness = 27.00 | Avg Fitness = 65.89
Max generations reached.
Run Finished. Final Fitness: 27.0

--- Mutation 0.6 | Run 5/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 43.00 | Avg Fitness = 67.65
Gen 10: Best Fitness = 38.00 | Avg Fitness = 65.59
Gen 20: Best Fitness = 37.00 | Avg Fitness = 66.50
Gen 30: Best Fitness = 35.00 | Avg Fitness = 65.23
Gen 40: Best Fitness = 35.00 | Avg Fitness = 63.52
Gen 50: Best Fitness = 32.00 | Avg Fitness = 64.50
Gen 60: Best Fitness = 29.00 | Avg Fitness = 66.40
Gen 70: Best Fitness = 29.00 | Avg Fitness = 67.64
Gen 80: Best Fitness = 29.00 | Avg Fitness = 62.56
Gen 90: Best Fitness = 29.00 | Avg Fitness = 66.75
Gen 100: Best Fitness = 29.00 | Avg Fitness = 67.96
Gen 110: Best Fitness = 29.00 | Avg Fitness = 63.59
Gen 120: Best Fitness = 29.00 | Avg Fitness = 62.82
Gen 130: Best Fitness = 29.00 | Avg Fitness = 67.43
Gen 140: Best Fitness = 29.00 | Avg Fitness = 66.08
Gen 150: Best Fitness = 29.00 | Avg Fitness = 66.04
Gen 160: Best Fitness = 29.00 | Avg Fitness = 64.57
Gen 170: Best Fitness = 29.00 | Avg Fitness = 65.39
Gen 180: Best Fitness = 29.00 | Avg Fitness = 63.21
Gen 190: Best Fitness = 29.00 | Avg Fitness = 63.92
Gen 200: Best Fitness = 29.00 | Avg Fitness = 65.75
Gen 210: Best Fitness = 29.00 | Avg Fitness = 61.98
Gen 220: Best Fitness = 29.00 | Avg Fitness = 65.64
Gen 230: Best Fitness = 29.00 | Avg Fitness = 66.44
Gen 240: Best Fitness = 29.00 | Avg Fitness = 64.98
Gen 250: Best Fitness = 29.00 | Avg Fitness = 65.20
Gen 260: Best Fitness = 29.00 | Avg Fitness = 63.55
Gen 270: Best Fitness = 29.00 | Avg Fitness = 63.79
Gen 280: Best Fitness = 29.00 | Avg Fitness = 65.24
Gen 290: Best Fitness = 29.00 | Avg Fitness = 67.12
Gen 300: Best Fitness = 29.00 | Avg Fitness = 62.38
Gen 310: Best Fitness = 29.00 | Avg Fitness = 65.20
Gen 320: Best Fitness = 29.00 | Avg Fitness = 65.02
Gen 330: Best Fitness = 29.00 | Avg Fitness = 65.47
Gen 340: Best Fitness = 29.00 | Avg Fitness = 65.64
Gen 350: Best Fitness = 29.00 | Avg Fitness = 64.35
Gen 360: Best Fitness = 29.00 | Avg Fitness = 65.88
Gen 370: Best Fitness = 29.00 | Avg Fitness = 64.73
Gen 380: Best Fitness = 29.00 | Avg Fitness = 66.15
Gen 390: Best Fitness = 29.00 | Avg Fitness = 64.87
Gen 400: Best Fitness = 29.00 | Avg Fitness = 65.86
Gen 410: Best Fitness = 29.00 | Avg Fitness = 67.06
Gen 420: Best Fitness = 29.00 | Avg Fitness = 64.76
Gen 430: Best Fitness = 29.00 | Avg Fitness = 66.55
Gen 440: Best Fitness = 29.00 | Avg Fitness = 66.91
Gen 450: Best Fitness = 29.00 | Avg Fitness = 63.65
Gen 460: Best Fitness = 29.00 | Avg Fitness = 64.64
Gen 470: Best Fitness = 29.00 | Avg Fitness = 66.73
Gen 480: Best Fitness = 29.00 | Avg Fitness = 64.19
Gen 490: Best Fitness = 29.00 | Avg Fitness = 65.33
Gen 500: Best Fitness = 29.00 | Avg Fitness = 64.82
Gen 510: Best Fitness = 29.00 | Avg Fitness = 62.52
Gen 520: Best Fitness = 29.00 | Avg Fitness = 64.48
Gen 530: Best Fitness = 29.00 | Avg Fitness = 66.28
Gen 540: Best Fitness = 29.00 | Avg Fitness = 63.84
Gen 550: Best Fitness = 29.00 | Avg Fitness = 67.14
Gen 560: Best Fitness = 29.00 | Avg Fitness = 62.77
Gen 570: Best Fitness = 29.00 | Avg Fitness = 66.10
Gen 580: Best Fitness = 29.00 | Avg Fitness = 65.69
Gen 590: Best Fitness = 29.00 | Avg Fitness = 64.94
Gen 600: Best Fitness = 29.00 | Avg Fitness = 65.72
Gen 610: Best Fitness = 29.00 | Avg Fitness = 65.38
Gen 620: Best Fitness = 29.00 | Avg Fitness = 64.58
Gen 630: Best Fitness = 29.00 | Avg Fitness = 67.25
Gen 640: Best Fitness = 29.00 | Avg Fitness = 64.15
Gen 650: Best Fitness = 29.00 | Avg Fitness = 65.76
Gen 660: Best Fitness = 29.00 | Avg Fitness = 67.39
Gen 670: Best Fitness = 29.00 | Avg Fitness = 64.59
Gen 680: Best Fitness = 29.00 | Avg Fitness = 66.36
Gen 690: Best Fitness = 29.00 | Avg Fitness = 64.87
Gen 700: Best Fitness = 29.00 | Avg Fitness = 64.64
Gen 710: Best Fitness = 29.00 | Avg Fitness = 65.96
Gen 720: Best Fitness = 29.00 | Avg Fitness = 65.13
Gen 730: Best Fitness = 29.00 | Avg Fitness = 64.36
Gen 740: Best Fitness = 29.00 | Avg Fitness = 63.46
Gen 750: Best Fitness = 29.00 | Avg Fitness = 64.23
Gen 760: Best Fitness = 29.00 | Avg Fitness = 64.27
Gen 770: Best Fitness = 29.00 | Avg Fitness = 65.10
Gen 780: Best Fitness = 29.00 | Avg Fitness = 66.91
Gen 790: Best Fitness = 29.00 | Avg Fitness = 65.06
Gen 800: Best Fitness = 29.00 | Avg Fitness = 65.46
Gen 810: Best Fitness = 29.00 | Avg Fitness = 62.69
Gen 820: Best Fitness = 29.00 | Avg Fitness = 64.58
Gen 830: Best Fitness = 29.00 | Avg Fitness = 66.94
Gen 840: Best Fitness = 29.00 | Avg Fitness = 66.04
Gen 850: Best Fitness = 29.00 | Avg Fitness = 65.14
Gen 860: Best Fitness = 29.00 | Avg Fitness = 67.59
Gen 870: Best Fitness = 29.00 | Avg Fitness = 64.55
Gen 880: Best Fitness = 29.00 | Avg Fitness = 63.84
Gen 890: Best Fitness = 29.00 | Avg Fitness = 64.50
Gen 900: Best Fitness = 29.00 | Avg Fitness = 65.06
Gen 910: Best Fitness = 29.00 | Avg Fitness = 65.07
Gen 920: Best Fitness = 29.00 | Avg Fitness = 65.64
Gen 930: Best Fitness = 29.00 | Avg Fitness = 66.22
Gen 940: Best Fitness = 29.00 | Avg Fitness = 67.00
Gen 950: Best Fitness = 29.00 | Avg Fitness = 66.14
Gen 960: Best Fitness = 29.00 | Avg Fitness = 66.17
Gen 970: Best Fitness = 29.00 | Avg Fitness = 68.31
Gen 980: Best Fitness = 29.00 | Avg Fitness = 64.94
Gen 990: Best Fitness = 29.00 | Avg Fitness = 64.76
Max generations reached.
Run Finished. Final Fitness: 29.0

--- Mutation 0.6 | Run 6/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 40.00 | Avg Fitness = 64.38
Gen 10: Best Fitness = 38.00 | Avg Fitness = 64.32
Gen 20: Best Fitness = 34.00 | Avg Fitness = 65.02
Gen 30: Best Fitness = 34.00 | Avg Fitness = 64.29
Gen 40: Best Fitness = 34.00 | Avg Fitness = 65.51
Gen 50: Best Fitness = 34.00 | Avg Fitness = 64.99
Gen 60: Best Fitness = 34.00 | Avg Fitness = 65.98
Gen 70: Best Fitness = 34.00 | Avg Fitness = 63.62
Gen 80: Best Fitness = 34.00 | Avg Fitness = 65.61
Gen 90: Best Fitness = 34.00 | Avg Fitness = 65.25
Gen 100: Best Fitness = 34.00 | Avg Fitness = 65.08
Gen 110: Best Fitness = 34.00 | Avg Fitness = 65.21
Gen 120: Best Fitness = 34.00 | Avg Fitness = 62.65
Gen 130: Best Fitness = 34.00 | Avg Fitness = 65.30
Gen 140: Best Fitness = 34.00 | Avg Fitness = 64.24
Gen 150: Best Fitness = 31.00 | Avg Fitness = 63.45
Gen 160: Best Fitness = 31.00 | Avg Fitness = 66.06
Gen 170: Best Fitness = 31.00 | Avg Fitness = 65.68
Gen 180: Best Fitness = 31.00 | Avg Fitness = 65.81
Gen 190: Best Fitness = 31.00 | Avg Fitness = 65.43
Gen 200: Best Fitness = 31.00 | Avg Fitness = 64.80
Gen 210: Best Fitness = 31.00 | Avg Fitness = 65.86
Gen 220: Best Fitness = 31.00 | Avg Fitness = 64.69
Gen 230: Best Fitness = 31.00 | Avg Fitness = 65.53
Gen 240: Best Fitness = 31.00 | Avg Fitness = 64.16
Gen 250: Best Fitness = 31.00 | Avg Fitness = 63.21
Gen 260: Best Fitness = 31.00 | Avg Fitness = 66.28
Gen 270: Best Fitness = 31.00 | Avg Fitness = 65.01
Gen 280: Best Fitness = 31.00 | Avg Fitness = 65.24
Gen 290: Best Fitness = 31.00 | Avg Fitness = 66.03
Gen 300: Best Fitness = 31.00 | Avg Fitness = 64.43
Gen 310: Best Fitness = 31.00 | Avg Fitness = 65.92
Gen 320: Best Fitness = 31.00 | Avg Fitness = 64.73
Gen 330: Best Fitness = 31.00 | Avg Fitness = 64.79
Gen 340: Best Fitness = 31.00 | Avg Fitness = 65.91
Gen 350: Best Fitness = 31.00 | Avg Fitness = 64.46
Gen 360: Best Fitness = 31.00 | Avg Fitness = 64.12
Gen 370: Best Fitness = 31.00 | Avg Fitness = 64.20
Gen 380: Best Fitness = 31.00 | Avg Fitness = 63.09
Gen 390: Best Fitness = 31.00 | Avg Fitness = 66.06
Gen 400: Best Fitness = 31.00 | Avg Fitness = 65.79
Gen 410: Best Fitness = 30.00 | Avg Fitness = 63.83
Gen 420: Best Fitness = 30.00 | Avg Fitness = 64.33
Gen 430: Best Fitness = 30.00 | Avg Fitness = 64.33
Gen 440: Best Fitness = 30.00 | Avg Fitness = 66.56
Gen 450: Best Fitness = 30.00 | Avg Fitness = 66.56
Gen 460: Best Fitness = 30.00 | Avg Fitness = 63.71
Gen 470: Best Fitness = 30.00 | Avg Fitness = 64.00
Gen 480: Best Fitness = 30.00 | Avg Fitness = 65.23
Gen 490: Best Fitness = 30.00 | Avg Fitness = 63.80
Gen 500: Best Fitness = 30.00 | Avg Fitness = 65.66
Gen 510: Best Fitness = 30.00 | Avg Fitness = 66.39
Gen 520: Best Fitness = 30.00 | Avg Fitness = 64.36
Gen 530: Best Fitness = 30.00 | Avg Fitness = 65.54
Gen 540: Best Fitness = 30.00 | Avg Fitness = 66.46
Gen 550: Best Fitness = 30.00 | Avg Fitness = 63.61
Gen 560: Best Fitness = 30.00 | Avg Fitness = 65.95
Gen 570: Best Fitness = 30.00 | Avg Fitness = 64.11
Gen 580: Best Fitness = 30.00 | Avg Fitness = 66.26
Gen 590: Best Fitness = 30.00 | Avg Fitness = 65.14
Gen 600: Best Fitness = 30.00 | Avg Fitness = 64.61
Gen 610: Best Fitness = 30.00 | Avg Fitness = 64.68
Gen 620: Best Fitness = 30.00 | Avg Fitness = 66.10
Gen 630: Best Fitness = 30.00 | Avg Fitness = 63.86
Gen 640: Best Fitness = 30.00 | Avg Fitness = 65.85
Gen 650: Best Fitness = 30.00 | Avg Fitness = 66.66
Gen 660: Best Fitness = 30.00 | Avg Fitness = 64.61
Gen 670: Best Fitness = 30.00 | Avg Fitness = 65.43
Gen 680: Best Fitness = 30.00 | Avg Fitness = 66.52
Gen 690: Best Fitness = 30.00 | Avg Fitness = 63.49
Gen 700: Best Fitness = 30.00 | Avg Fitness = 67.44
Gen 710: Best Fitness = 30.00 | Avg Fitness = 65.59
Gen 720: Best Fitness = 30.00 | Avg Fitness = 64.59
Gen 730: Best Fitness = 30.00 | Avg Fitness = 66.87
Gen 740: Best Fitness = 30.00 | Avg Fitness = 65.63
Gen 750: Best Fitness = 30.00 | Avg Fitness = 64.92
Gen 760: Best Fitness = 30.00 | Avg Fitness = 64.41
Gen 770: Best Fitness = 30.00 | Avg Fitness = 65.22
Gen 780: Best Fitness = 30.00 | Avg Fitness = 64.09
Gen 790: Best Fitness = 30.00 | Avg Fitness = 64.93
Gen 800: Best Fitness = 30.00 | Avg Fitness = 64.48
Gen 810: Best Fitness = 30.00 | Avg Fitness = 65.03
Gen 820: Best Fitness = 30.00 | Avg Fitness = 64.34
Gen 830: Best Fitness = 30.00 | Avg Fitness = 65.49
Gen 840: Best Fitness = 30.00 | Avg Fitness = 64.00
Gen 850: Best Fitness = 30.00 | Avg Fitness = 64.37
Gen 860: Best Fitness = 30.00 | Avg Fitness = 64.90
Gen 870: Best Fitness = 30.00 | Avg Fitness = 65.23
Gen 880: Best Fitness = 30.00 | Avg Fitness = 63.02
Gen 890: Best Fitness = 30.00 | Avg Fitness = 64.56
Gen 900: Best Fitness = 30.00 | Avg Fitness = 60.84
Gen 910: Best Fitness = 30.00 | Avg Fitness = 65.18
Gen 920: Best Fitness = 30.00 | Avg Fitness = 66.52
Gen 930: Best Fitness = 30.00 | Avg Fitness = 65.20
Gen 940: Best Fitness = 30.00 | Avg Fitness = 66.43
Gen 950: Best Fitness = 30.00 | Avg Fitness = 65.13
Gen 960: Best Fitness = 30.00 | Avg Fitness = 64.33
Gen 970: Best Fitness = 30.00 | Avg Fitness = 68.00
Gen 980: Best Fitness = 30.00 | Avg Fitness = 63.18
Gen 990: Best Fitness = 30.00 | Avg Fitness = 64.82
Max generations reached.
Run Finished. Final Fitness: 30.0

--- Mutation 0.6 | Run 7/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 41.00 | Avg Fitness = 66.99
Gen 10: Best Fitness = 33.00 | Avg Fitness = 64.63
Gen 20: Best Fitness = 33.00 | Avg Fitness = 64.07
Gen 30: Best Fitness = 33.00 | Avg Fitness = 65.63
Gen 40: Best Fitness = 32.00 | Avg Fitness = 65.68
Gen 50: Best Fitness = 32.00 | Avg Fitness = 67.48
Gen 60: Best Fitness = 32.00 | Avg Fitness = 64.22
Gen 70: Best Fitness = 32.00 | Avg Fitness = 65.27
Gen 80: Best Fitness = 32.00 | Avg Fitness = 65.90
Gen 90: Best Fitness = 32.00 | Avg Fitness = 64.70
Gen 100: Best Fitness = 32.00 | Avg Fitness = 63.90
Gen 110: Best Fitness = 32.00 | Avg Fitness = 64.68
Gen 120: Best Fitness = 32.00 | Avg Fitness = 67.90
Gen 130: Best Fitness = 32.00 | Avg Fitness = 66.00
Gen 140: Best Fitness = 32.00 | Avg Fitness = 67.14
Gen 150: Best Fitness = 32.00 | Avg Fitness = 63.77
Gen 160: Best Fitness = 32.00 | Avg Fitness = 65.86
Gen 170: Best Fitness = 31.00 | Avg Fitness = 64.35
Gen 180: Best Fitness = 31.00 | Avg Fitness = 65.02
Gen 190: Best Fitness = 31.00 | Avg Fitness = 64.03
Gen 200: Best Fitness = 31.00 | Avg Fitness = 66.62
Gen 210: Best Fitness = 31.00 | Avg Fitness = 65.99
Gen 220: Best Fitness = 31.00 | Avg Fitness = 64.41
Gen 230: Best Fitness = 31.00 | Avg Fitness = 65.53
Gen 240: Best Fitness = 31.00 | Avg Fitness = 64.62
Gen 250: Best Fitness = 31.00 | Avg Fitness = 65.05
Gen 260: Best Fitness = 31.00 | Avg Fitness = 64.29
Gen 270: Best Fitness = 31.00 | Avg Fitness = 65.31
Gen 280: Best Fitness = 31.00 | Avg Fitness = 64.87
Gen 290: Best Fitness = 31.00 | Avg Fitness = 63.92
Gen 300: Best Fitness = 31.00 | Avg Fitness = 65.80
Gen 310: Best Fitness = 31.00 | Avg Fitness = 64.66
Gen 320: Best Fitness = 31.00 | Avg Fitness = 63.30
Gen 330: Best Fitness = 31.00 | Avg Fitness = 65.27
Gen 340: Best Fitness = 31.00 | Avg Fitness = 66.08
Gen 350: Best Fitness = 31.00 | Avg Fitness = 66.40
Gen 360: Best Fitness = 31.00 | Avg Fitness = 66.00
Gen 370: Best Fitness = 31.00 | Avg Fitness = 64.73
Gen 380: Best Fitness = 31.00 | Avg Fitness = 63.95
Gen 390: Best Fitness = 31.00 | Avg Fitness = 62.69
Gen 400: Best Fitness = 31.00 | Avg Fitness = 65.88
Gen 410: Best Fitness = 31.00 | Avg Fitness = 64.77
Gen 420: Best Fitness = 31.00 | Avg Fitness = 63.65
Gen 430: Best Fitness = 31.00 | Avg Fitness = 64.01
Gen 440: Best Fitness = 31.00 | Avg Fitness = 64.17
Gen 450: Best Fitness = 31.00 | Avg Fitness = 64.21
Gen 460: Best Fitness = 31.00 | Avg Fitness = 64.82
Gen 470: Best Fitness = 31.00 | Avg Fitness = 64.42
Gen 480: Best Fitness = 31.00 | Avg Fitness = 67.08
Gen 490: Best Fitness = 31.00 | Avg Fitness = 66.53
Gen 500: Best Fitness = 31.00 | Avg Fitness = 67.21
Gen 510: Best Fitness = 31.00 | Avg Fitness = 62.80
Gen 520: Best Fitness = 31.00 | Avg Fitness = 63.98
Gen 530: Best Fitness = 31.00 | Avg Fitness = 63.73
Gen 540: Best Fitness = 31.00 | Avg Fitness = 64.92
Gen 550: Best Fitness = 31.00 | Avg Fitness = 63.90
Gen 560: Best Fitness = 31.00 | Avg Fitness = 64.38
Gen 570: Best Fitness = 31.00 | Avg Fitness = 65.04
Gen 580: Best Fitness = 31.00 | Avg Fitness = 64.20
Gen 590: Best Fitness = 31.00 | Avg Fitness = 67.70
Gen 600: Best Fitness = 31.00 | Avg Fitness = 64.66
Gen 610: Best Fitness = 31.00 | Avg Fitness = 65.67
Gen 620: Best Fitness = 31.00 | Avg Fitness = 66.98
Gen 630: Best Fitness = 31.00 | Avg Fitness = 65.08
Gen 640: Best Fitness = 31.00 | Avg Fitness = 65.11
Gen 650: Best Fitness = 31.00 | Avg Fitness = 66.05
Gen 660: Best Fitness = 31.00 | Avg Fitness = 63.32
